member_id,full_name,nationality,gender,date_of_birth,age,height_cm,weight_kg,address,emergency_contact,join_date,subscription_plan,plan_duration_months,amount_paid,payment_method,renewal_date,subscription_end_date,membership_status,trainer_type
1143,Mark Gibson,Nigerian,Male,1994-05-11,31,184,55,"GRA, Ilorin",001-040-015-6701x9444,2024-09-19,3 Months,3,45000,Transfer,2024-12-18,2024-12-11,Expired,General
1144,Michael Spears,Nigerian,Male,1981-07-16,44,177,59,"GRA, Ilorin",708.021.2707x6457,2024-11-13,Individual (2 Months),2,33000,POS,2025-01-12,2025-01-12,Grace,None
1145,Joseph Guzman,Nigerian,Male,1970-01-05,55,186,107,"GRA, Ilorin",(400)695-7806,2024-09-18,Couple (1 Month),1,34000,Transfer,2024-10-18,2024-10-18,Expired,None
1146,Caroline Cherry,Nigerian,Female,1987-02-10,38,166,55,"GRA, Ilorin",(994)750-9384x5861,2025-05-04,6 Months,6,75000,Transfer,2025-10-31,2025-10-24,Active,None
1147,John Bryant,Nigerian,Male,1989-12-17,36,150,86,"GRA, Ilorin",(312)139-5849x50405,2024-05-05,3 Months,3,45000,Transfer,2024-08-03,2024-07-27,Grace,General
1148,Steven Smith,Nigerian,Male,2004-12-16,21,188,80,"GRA, Ilorin",(978)849-7354,2024-09-01,3 Months,3,45000,POS,2024-11-30,2024-12-14,Grace,General
1149,William Castro,Nigerian,Male,1994-08-27,31,152,104,"GRA, Ilorin",473-013-5830,2025-05-09,4 People (1 Month),1,58000,Transfer,2025-06-08,2025-06-01,Active,None
1150,James Sellers,Nigerian,Male,1980-06-22,45,154,111,"GRA, Ilorin",(769)883-3969x8444,2024-11-16,Individual (1 Month),1,18000,Transfer,2024-12-16,2024-12-16,Expired,General
1151,Evan Roberts,Chinese,Male,1993-12-30,32,172,68,"GRA, Ilorin",005.414.5399x93507,2025-11-29,Couple (1 Month),1,34000,POS,2025-12-29,2025-12-29,Active,Personal
1152,Jason Ibarra,Nigerian,Male,1977-09-06,48,187,118,"GRA, Ilorin",748.968.9386,2024-05-30,1 Year,12,120000,Transfer,2025-05-25,2025-05-25,Expired,General
1153,Zachary Dunn MD,Nigerian,Male,1974-08-14,51,183,84,"GRA, Ilorin",551.278.9494,2025-06-29,Individual (2 Months),2,33000,Transfer,2025-08-28,2025-09-04,Active,General
1154,Dave Lee,Nigerian,Male,2007-06-13,18,183,106,"GRA, Ilorin",(972)219-3300x4660,2025-08-04,Individual (1 Month),1,18000,Transfer,2025-09-03,2025-09-03,Active,General
1155,Jeffrey Gonzalez,Nigerian,Male,1995-10-02,30,164,84,"GRA, Ilorin",+1-300-839-3769x8524,2024-04-18,Individual (1 Month),1,18000,POS,2024-05-18,2024-06-01,Grace,Personal
1156,Sara Harris,Chinese,Female,2000-02-13,25,154,83,"GRA, Ilorin",677-487-7486,2025-07-07,Individual (2 Months),2,33000,Transfer,2025-09-05,2025-09-05,Active,General
1157,Ashley Graham,Nigerian,Female,1979-06-09,46,159,71,"GRA, Ilorin",287.397.4033x363,2024-08-11,3 Months,3,45000,POS,2024-11-09,2024-11-09,Expired,General
1158,Zachary Camacho,Lebanese,Male,1987-04-18,38,183,60,"GRA, Ilorin",268.366.6211x0574,2024-09-20,Couple (1 Month),1,34000,Transfer,2024-10-20,2024-10-13,Grace,General
1159,Kevin Ross,Nigerian,Male,2000-05-30,25,192,97,"GRA, Ilorin",871-073-1477x18584,2025-04-02,1 Year,12,120000,POS,2026-03-28,2026-04-04,Active,General
1160,Nathaniel Green,Nigerian,Male,2003-04-07,22,172,109,"GRA, Ilorin",001-558-749-5439x6290,2025-02-08,4 People (1 Month),1,58000,Transfer,2025-03-10,2025-03-24,Expired,General
1161,Joseph Ibarra,Nigerian,Male,2007-06-14,18,165,62,"GRA, Ilorin",186.530.7542x24042,2024-11-30,3 Months,3,45000,POS,2025-02-28,2025-02-21,Grace,General
1162,Dean English,Nigerian,Male,2000-06-23,25,174,81,"GRA, Ilorin",771.129.3052,2024-09-01,Couple (1 Month),1,34000,POS,2024-10-01,2024-10-15,Expired,Personal
1163,Benjamin Galvan,Nigerian,Male,1966-09-08,59,168,75,"GRA, Ilorin",5597184082,2025-11-29,1 Year,12,120000,POS,2026-11-24,2026-11-17,Active,General
1164,Christopher Patterson,Nigerian,Male,1966-12-10,59,171,75,"GRA, Ilorin",001-347-443-4889x072,2025-04-03,4 People (1 Month),1,58000,Transfer,2025-05-03,2025-04-26,Expired,General
1165,Brett Palmer,Nigerian,Male,2003-05-01,22,161,100,"GRA, Ilorin",+1-332-161-1183x730,2024-10-09,Couple (1 Month),1,34000,Transfer,2024-11-08,2024-11-22,Grace,General
1166,Bryan Hicks,Nigerian,Male,1985-01-04,40,194,81,"GRA, Ilorin",+1-469-980-9807,2024-01-04,4 People (1 Month),1,58000,Transfer,2024-02-03,2024-02-17,Grace,General
1167,Kelly Hartman,Nigerian,Female,2003-09-14,22,171,110,"GRA, Ilorin",4279670916,2025-06-29,3 Months,3,45000,POS,2025-09-27,2025-09-20,Active,None
1168,Susan Smith,Nigerian,Female,1985-01-12,40,166,80,"GRA, Ilorin",5378893917,2024-02-15,Individual (1 Month),1,18000,POS,2024-03-16,2024-03-09,Grace,None
1169,Anthony Murphy,Nigerian,Male,2003-11-01,22,184,106,"GRA, Ilorin",+1-859-044-9390,2025-11-26,4 People (1 Month),1,58000,POS,2025-12-26,2026-01-09,Active,General
1170,Bryce Gregory,Nigerian,Male,1990-02-07,35,171,68,"GRA, Ilorin",519.429.6476x22151,2025-06-20,6 Months,6,75000,Transfer,2025-12-17,2025-12-31,Active,Personal
1171,Charles Hickman,Nigerian,Male,1975-02-07,50,173,56,"GRA, Ilorin",138.575.1626x275,2025-08-24,3 Months,3,45000,Transfer,2025-11-22,2025-12-06,Active,Personal
1172,Joshua Mccullough,Nigerian,Male,1988-09-03,37,156,57,"GRA, Ilorin",(875)193-0416x7573,2025-07-26,Individual (2 Months),2,33000,Transfer,2025-09-24,2025-10-01,Active,None
1173,John Rhodes,Nigerian,Male,2000-09-20,25,194,72,"GRA, Ilorin",204.318.4309,2025-06-23,Couple (1 Month),1,34000,POS,2025-07-23,2025-07-16,Active,General
1174,Cody Ruiz,Nigerian,Male,1978-11-02,47,164,118,"GRA, Ilorin",980.332.7843x55101,2025-02-01,4 People (1 Month),1,58000,POS,2025-03-03,2025-03-10,Grace,General
1175,Jeffrey Keller,Nigerian,Male,2007-11-05,18,159,93,"GRA, Ilorin",894-411-1279x49807,2024-07-05,Individual (1 Month),1,18000,Transfer,2024-08-04,2024-07-28,Expired,General
1176,Joseph Galvan,Nigerian,Male,2007-01-27,18,175,98,"GRA, Ilorin",770-409-1386x74886,2024-10-11,6 Months,6,75000,POS,2025-04-09,2025-04-02,Expired,General
1177,Donald Roberts,Nigerian,Male,1987-01-15,38,174,64,"GRA, Ilorin",001-683-951-9519x9581,2024-06-15,Individual (2 Months),2,33000,POS,2024-08-14,2024-08-28,Grace,None
1178,Craig Rodriguez,Chinese,Male,1970-11-19,55,185,88,"GRA, Ilorin",001-726-875-2760x9415,2025-06-23,3 Months,3,45000,POS,2025-09-21,2025-09-14,Active,General
1179,Miguel Davis,Nigerian,Male,1994-09-22,31,193,96,"GRA, Ilorin",049-432-1539x63047,2024-09-04,3 Months,3,45000,Transfer,2024-12-03,2024-12-17,Grace,General
1180,Christopher Vega,Lebanese,Male,1966-06-13,59,175,118,"GRA, Ilorin",+1-458-951-0264,2024-04-27,3 Months,3,45000,Transfer,2024-07-26,2024-08-02,Expired,General
1181,Garrett Conley,Chinese,Male,1998-11-09,27,194,87,"GRA, Ilorin",209.030.0667x765,2025-09-04,3 Months,3,45000,POS,2025-12-03,2025-12-03,Active,General
1182,John Klein,Nigerian,Male,1966-07-18,59,155,58,"GRA, Ilorin",0968075668,2024-08-25,4 People (1 Month),1,58000,POS,2024-09-24,2024-10-01,Expired,None
1183,Casey Hogan,Nigerian,Male,1987-08-24,38,179,78,"GRA, Ilorin",807.744.7742x350,2024-11-26,Individual (1 Month),1,18000,Transfer,2024-12-26,2025-01-09,Grace,None
1184,Michael Evans,Nigerian,Male,1969-03-13,56,180,94,"GRA, Ilorin",877-620-1874,2025-03-22,3 Months,3,45000,Transfer,2025-06-20,2025-06-27,Active,Personal
1185,Brianna Rodriguez,Lebanese,Female,1968-03-29,57,155,58,"GRA, Ilorin",001-167-314-8034,2025-07-17,3 Months,3,45000,POS,2025-10-15,2025-10-15,Active,General
1186,Emily Brown,Nigerian,Female,1967-08-30,58,179,105,"GRA, Ilorin",001-995-826-6592,2024-03-12,6 Months,6,75000,POS,2024-09-08,2024-09-22,Expired,None
1187,Suzanne Richardson,Nigerian,Female,1973-09-26,52,160,62,"GRA, Ilorin",(752)509-4082x2618,2025-01-17,3 Months,3,45000,Transfer,2025-04-17,2025-04-24,Grace,General
1188,Kathleen Russo,Nigerian,Female,2000-10-08,25,154,80,"GRA, Ilorin",+1-708-904-4318x19411,2024-05-30,Individual (2 Months),2,33000,Transfer,2024-07-29,2024-08-12,Grace,General
1189,Robert Brown,Nigerian,Male,2007-05-08,18,182,74,"GRA, Ilorin",090.574.9462x5173,2025-11-05,3 Months,3,45000,Transfer,2026-02-03,2026-02-10,Active,General
1190,Carl Moreno,Nigerian,Male,1970-11-27,55,175,68,"GRA, Ilorin",160.803.2832x48138,2025-10-19,4 People (1 Month),1,58000,Transfer,2025-11-18,2025-11-11,Active,General
1191,Michael Collins,Nigerian,Male,1997-09-25,28,160,57,"GRA, Ilorin",001-420-933-5418x43090,2024-05-22,Individual (1 Month),1,18000,POS,2024-06-21,2024-06-14,Expired,General
1192,Martin Hernandez,Nigerian,Male,1978-02-28,47,159,59,"GRA, Ilorin",+1-931-792-6059x248,2025-09-11,Couple (1 Month),1,34000,Transfer,2025-10-11,2025-10-11,Active,General
1193,Jamie Gilbert,Nigerian,Female,1967-11-04,58,162,94,"GRA, Ilorin",+1-900-790-3583x8445,2025-07-22,4 People (1 Month),1,58000,Transfer,2025-08-21,2025-09-04,Active,None
1194,Todd Padilla,Chinese,Male,2002-03-26,23,186,71,"GRA, Ilorin",8782610530,2024-05-15,1 Year,12,120000,POS,2025-05-10,2025-05-03,Expired,General
1195,Jose Woods,Nigerian,Male,2005-12-12,20,187,89,"GRA, Ilorin",(961)798-9791x3700,2024-03-16,Individual (1 Month),1,18000,POS,2024-04-15,2024-04-08,Grace,General
1196,Dana Torres,Nigerian,Female,1969-11-12,56,193,104,"GRA, Ilorin",(491)980-6416,2025-07-09,Individual (1 Month),1,18000,POS,2025-08-08,2025-08-22,Active,General
1197,Teresa Lin,Chinese,Female,1997-02-25,28,158,88,"GRA, Ilorin",5890469744,2025-01-17,1 Year,12,120000,Transfer,2026-01-12,2026-01-12,Active,General
1198,Arthur Hall,Nigerian,Male,1977-10-10,48,189,118,"GRA, Ilorin",(786)867-9972,2024-12-19,Couple (1 Month),1,34000,Transfer,2025-01-18,2025-01-25,Grace,General
1199,Amy Williams,Nigerian,Female,2004-03-07,21,157,65,"GRA, Ilorin",+1-973-843-4064,2024-09-10,6 Months,6,75000,Transfer,2025-03-09,2025-03-16,Expired,None
1200,Christopher Smith,Nigerian,Male,1986-06-01,39,179,89,"GRA, Ilorin",133.130.5667,2024-04-09,6 Months,6,75000,POS,2024-10-06,2024-10-06,Grace,General
1201,Cassie Zamora,Nigerian,Female,1970-02-25,55,163,80,"GRA, Ilorin",914.591.6104,2025-06-27,Individual (2 Months),2,33000,Transfer,2025-08-26,2025-08-19,Active,None
1202,Troy Robinson,Lebanese,Male,2004-07-15,21,191,72,"GRA, Ilorin",001-826-664-2193x09420,2024-08-09,6 Months,6,75000,Transfer,2025-02-05,2025-02-19,Grace,None
1203,Robert Mullins,Nigerian,Male,1990-04-01,35,163,86,"GRA, Ilorin",242-244-9034x54894,2024-11-29,1 Year,12,120000,POS,2025-11-24,2025-12-01,Active,General
1204,Martin Singleton,Nigerian,Male,1969-12-06,56,172,117,"GRA, Ilorin",(652)953-9783x4801,2024-03-03,Individual (2 Months),2,33000,POS,2024-05-02,2024-05-09,Grace,General
1205,Andrew Cuevas,Nigerian,Male,1995-01-07,30,182,107,"GRA, Ilorin",961-013-9341,2025-08-20,6 Months,6,75000,Transfer,2026-02-16,2026-02-23,Active,None
1206,Wayne Ferguson,Nigerian,Male,1992-11-02,33,155,60,"GRA, Ilorin",001-772-342-5599x364,2025-02-11,1 Year,12,120000,Transfer,2026-02-06,2026-02-06,Active,General
1207,Susan Henson,Nigerian,Female,1970-10-01,55,191,118,"GRA, Ilorin",5667789606,2024-06-20,Individual (2 Months),2,33000,Transfer,2024-08-19,2024-09-02,Grace,General
1208,Lynn Miller,Nigerian,Female,2007-05-21,18,182,81,"GRA, Ilorin",(162)638-6004x7369,2024-12-29,Couple (1 Month),1,34000,POS,2025-01-28,2025-02-11,Grace,None
1209,Tom White,Nigerian,Male,1981-03-22,44,182,81,"GRA, Ilorin",042-433-1342x0270,2024-04-10,Individual (2 Months),2,33000,POS,2024-06-09,2024-06-02,Grace,Personal
1210,Edward Anderson,Chinese,Male,1994-07-01,31,171,64,"GRA, Ilorin",+1-454-627-4641x94958,2025-06-11,1 Year,12,120000,Transfer,2026-06-06,2026-05-30,Active,General
1211,Jill Davis,Nigerian,Female,1982-01-11,43,187,67,"GRA, Ilorin",001-410-022-7810,2025-05-25,Individual (2 Months),2,33000,Transfer,2025-07-24,2025-08-07,Active,General
1212,Jessica Scott,Nigerian,Female,1978-07-29,47,173,106,"GRA, Ilorin",+1-236-052-1386x1945,2024-05-06,6 Months,6,75000,Transfer,2024-11-02,2024-11-02,Grace,General
1213,Andrea Lowery,Nigerian,Female,1967-12-02,58,154,83,"GRA, Ilorin",+1-228-625-0277x5763,2024-01-20,4 People (1 Month),1,58000,POS,2024-02-19,2024-02-26,Grace,General
1214,Margaret Donaldson,Nigerian,Female,1990-04-15,35,151,81,"GRA, Ilorin",(932)688-9026x73814,2025-11-20,Individual (1 Month),1,18000,POS,2025-12-20,2026-01-03,Active,Personal
1215,Christopher Wagner,Nigerian,Male,1967-12-22,58,185,80,"GRA, Ilorin",+1-658-599-4147x3394,2025-05-11,Individual (1 Month),1,18000,POS,2025-06-10,2025-06-03,Active,General
1216,Brian Riley,Nigerian,Male,1988-10-29,37,160,92,"GRA, Ilorin",+1-471-486-8911x4622,2024-05-26,3 Months,3,45000,POS,2024-08-24,2024-08-17,Grace,General
1217,David Gonzalez,Nigerian,Male,1979-12-06,46,175,100,"GRA, Ilorin",(847)873-6454x5905,2025-03-07,1 Year,12,120000,Transfer,2026-03-02,2026-03-09,Active,Personal
1218,Lindsey Taylor,Nigerian,Female,1967-12-19,58,189,116,"GRA, Ilorin",214-701-8265x048,2024-01-15,Couple (1 Month),1,34000,Transfer,2024-02-14,2024-02-07,Grace,General
1219,Jeremy White,Nigerian,Male,1980-08-17,45,189,114,"GRA, Ilorin",(664)325-4901,2025-06-18,4 People (1 Month),1,58000,Transfer,2025-07-18,2025-07-18,Active,General
1220,James Smith,Nigerian,Male,2007-12-19,18,153,59,"GRA, Ilorin",(247)674-6938x83960,2024-10-30,3 Months,3,45000,POS,2025-01-28,2025-02-11,Grace,None
1221,Taylor Graham,Nigerian,Female,1991-01-08,34,191,85,"GRA, Ilorin",1403982431,2024-11-06,Individual (1 Month),1,18000,Transfer,2024-12-06,2024-12-06,Grace,Personal
1222,Mark Dixon,Nigerian,Male,2007-06-01,18,178,94,"GRA, Ilorin",539-546-0798,2025-02-18,6 Months,6,75000,POS,2025-08-17,2025-08-31,Active,None
1223,Lisa Koch,Nigerian,Female,2004-02-28,21,150,100,"GRA, Ilorin",641-640-7276x2664,2024-05-25,Individual (1 Month),1,18000,Transfer,2024-06-24,2024-06-17,Expired,General
1224,James James,Nigerian,Male,2002-11-19,23,185,108,"GRA, Ilorin",(799)463-3443x979,2024-08-29,Individual (2 Months),2,33000,POS,2024-10-28,2024-11-04,Grace,None
1225,Kevin Cunningham,Nigerian,Male,1974-02-15,51,189,69,"GRA, Ilorin",7843131256,2025-06-28,Individual (1 Month),1,18000,POS,2025-07-28,2025-07-28,Active,General
1226,David Walker,Lebanese,Male,1983-07-04,42,158,106,"GRA, Ilorin",(721)376-3555x319,2025-04-29,Individual (2 Months),2,33000,Transfer,2025-06-28,2025-07-05,Active,None
1227,Roberto Mccoy,Nigerian,Male,1974-04-04,51,184,117,"GRA, Ilorin",5251369106,2024-01-02,3 Months,3,45000,Transfer,2024-04-01,2024-04-01,Grace,General
1228,Connie Young,Nigerian,Female,1967-03-14,58,187,56,"GRA, Ilorin",(870)844-1807,2025-08-07,4 People (1 Month),1,58000,Transfer,2025-09-06,2025-09-06,Active,General
1229,Joseph Pratt,Nigerian,Male,1966-12-27,59,176,71,"GRA, Ilorin",001-313-659-8965x3691,2025-08-15,Couple (1 Month),1,34000,POS,2025-09-14,2025-09-21,Active,General
1230,Darren Burns,Nigerian,Male,1984-08-25,41,173,79,"GRA, Ilorin",+1-775-000-4227,2025-09-11,3 Months,3,45000,POS,2025-12-10,2025-12-24,Active,General
1231,Johnny Mcclain,Nigerian,Male,1997-01-05,28,173,87,"GRA, Ilorin",(944)236-9413,2025-04-02,Individual (1 Month),1,18000,Transfer,2025-05-02,2025-05-09,Grace,General
1232,Eric Miller,Nigerian,Male,1979-07-26,46,171,80,"GRA, Ilorin",6234254066,2024-04-06,Individual (1 Month),1,18000,Transfer,2024-05-06,2024-05-13,Expired,General
1233,Andrew Peterson,Nigerian,Male,1966-05-15,59,156,103,"GRA, Ilorin",(475)524-9236,2024-04-01,4 People (1 Month),1,58000,Transfer,2024-05-01,2024-04-24,Grace,General
1234,Julie Lane,Lebanese,Female,1970-10-04,55,189,103,"GRA, Ilorin",739.494.0315,2024-07-15,4 People (1 Month),1,58000,Transfer,2024-08-14,2024-08-14,Grace,General
1235,Ryan Huffman,Nigerian,Male,2006-11-08,19,179,105,"GRA, Ilorin",885.481.6020x7812,2024-11-03,4 People (1 Month),1,58000,POS,2024-12-03,2024-11-26,Expired,General
1236,Erica Jordan,Nigerian,Female,1980-02-20,45,181,84,"GRA, Ilorin",(171)370-8656,2025-02-01,Individual (1 Month),1,18000,POS,2025-03-03,2025-03-17,Grace,General
1237,Henry Cain,Nigerian,Male,1997-10-12,28,179,70,"GRA, Ilorin",001-290-507-2349x913,2024-10-05,Individual (2 Months),2,33000,Transfer,2024-12-04,2024-11-27,Grace,General
1238,Thomas Meyer,Nigerian,Male,1987-03-21,38,163,101,"GRA, Ilorin",583-041-9355x515,2024-04-10,Couple (1 Month),1,34000,POS,2024-05-10,2024-05-17,Grace,General
1239,Matthew Martinez,Chinese,Male,1970-02-26,55,179,92,"GRA, Ilorin",597.621.8990,2025-02-20,Individual (1 Month),1,18000,POS,2025-03-22,2025-03-22,Grace,None
1240,James Richards,Nigerian,Male,1976-08-21,49,157,83,"GRA, Ilorin",001-467-551-1262x749,2025-07-13,Couple (1 Month),1,34000,POS,2025-08-12,2025-08-05,Active,General
1241,Sarah Powell,Nigerian,Female,2008-01-02,17,159,88,"GRA, Ilorin",522.020.4583x5717,2025-07-01,4 People (1 Month),1,58000,Transfer,2025-07-31,2025-08-07,Active,General
1242,Ryan Salazar,Nigerian,Male,1982-09-12,43,177,86,"GRA, Ilorin",245.277.7835x69217,2025-09-01,6 Months,6,75000,Transfer,2026-02-28,2026-03-14,Active,Personal
1243,Brandon Dodson,Nigerian,Male,2005-11-30,20,150,111,"GRA, Ilorin",7483723951,2025-07-22,1 Year,12,120000,POS,2026-07-17,2026-07-10,Active,General
1244,Ian Porter,Nigerian,Male,2000-04-29,25,157,108,"GRA, Ilorin",207.398.6402,2024-08-20,6 Months,6,75000,POS,2025-02-16,2025-02-09,Expired,General
1245,John Brown,Nigerian,Male,1988-09-17,37,182,62,"GRA, Ilorin",001-710-362-2086x70431,2024-02-24,4 People (1 Month),1,58000,POS,2024-03-25,2024-04-08,Grace,General
1246,Jose Davis,Lebanese,Male,2000-07-11,25,163,86,"GRA, Ilorin",014.262.3370x47514,2025-02-13,Individual (1 Month),1,18000,POS,2025-03-15,2025-03-15,Grace,None
1247,Taylor Schaefer,Nigerian,Female,1975-11-04,50,153,91,"GRA, Ilorin",+1-037-786-0822x29732,2025-01-10,Individual (1 Month),1,18000,Transfer,2025-02-09,2025-02-23,Grace,General
1248,William Newman,Nigerian,Male,1970-09-26,55,167,61,"GRA, Ilorin",302-980-5968x47324,2025-03-05,Individual (2 Months),2,33000,POS,2025-05-04,2025-05-04,Expired,Personal
1249,Amy Cervantes,Chinese,Female,1976-10-15,49,170,73,"GRA, Ilorin",+1-243-364-9893x848,2025-10-04,3 Months,3,45000,Transfer,2026-01-02,2026-01-09,Active,General
1250,Anna Wolfe,Nigerian,Female,1991-10-06,34,178,114,"GRA, Ilorin",+1-140-544-4055x4922,2024-05-22,Individual (1 Month),1,18000,Transfer,2024-06-21,2024-06-21,Expired,Personal
1251,Jessica Stewart,Nigerian,Female,1985-06-13,40,154,74,"GRA, Ilorin",3058227631,2024-08-18,Couple (1 Month),1,34000,Transfer,2024-09-17,2024-10-01,Expired,General
1252,Cassandra Gomez,Nigerian,Female,2005-06-20,20,152,66,"GRA, Ilorin",001-000-952-2272x3327,2024-02-07,4 People (1 Month),1,58000,Transfer,2024-03-08,2024-03-08,Grace,None
1253,Joseph Howard,Nigerian,Male,1970-02-25,55,179,63,"GRA, Ilorin",5143825878,2025-11-04,Individual (1 Month),1,18000,POS,2025-12-04,2025-12-11,Active,General
1254,Michael Hill,Nigerian,Male,1999-07-28,26,171,78,"GRA, Ilorin",861-946-5095x835,2024-10-15,Individual (1 Month),1,18000,Transfer,2024-11-14,2024-11-21,Expired,General
1255,Robert Allen,Nigerian,Male,1973-06-19,52,172,68,"GRA, Ilorin",506-372-8803,2025-09-11,Individual (2 Months),2,33000,POS,2025-11-10,2025-11-03,Active,Personal
1256,Stuart Powell,Nigerian,Male,1975-11-26,50,174,76,"GRA, Ilorin",516-283-9587x6950,2025-03-08,6 Months,6,75000,Transfer,2025-09-04,2025-08-28,Active,None
1257,Tricia Harris,Nigerian,Female,1997-04-09,28,178,91,"GRA, Ilorin",133.980.8798,2024-06-15,6 Months,6,75000,Transfer,2024-12-12,2024-12-05,Grace,General
1258,Jessica Medina,Nigerian,Female,1980-04-14,45,170,96,"GRA, Ilorin",632-091-3491x9426,2024-04-22,Couple (1 Month),1,34000,POS,2024-05-22,2024-05-22,Grace,General
1259,Harold Bradshaw,Nigerian,Male,1975-12-13,50,166,91,"GRA, Ilorin",7653244825,2025-05-30,Individual (2 Months),2,33000,Transfer,2025-07-29,2025-08-05,Active,Personal
1260,Amber Sanford,Lebanese,Female,1995-03-24,30,172,81,"GRA, Ilorin",214-754-2342,2024-01-07,3 Months,3,45000,Transfer,2024-04-06,2024-04-20,Grace,None
1261,Alexandria Matthews,Nigerian,Female,1996-12-19,29,189,66,"GRA, Ilorin",679.598.0605x667,2024-12-12,Individual (1 Month),1,18000,POS,2025-01-11,2025-01-25,Expired,Personal
1262,Tyler Long,Nigerian,Male,1998-05-18,27,159,99,"GRA, Ilorin",4655224177,2024-08-01,1 Year,12,120000,POS,2025-07-27,2025-08-03,Active,None
1263,Justin Flores,Nigerian,Male,1975-02-26,50,151,108,"GRA, Ilorin",786-635-3384x073,2024-06-04,3 Months,3,45000,POS,2024-09-02,2024-09-16,Grace,Personal
1264,John Walters,Nigerian,Male,2002-05-07,23,185,80,"GRA, Ilorin",862-799-0885x34285,2024-09-26,Individual (1 Month),1,18000,POS,2024-10-26,2024-11-09,Expired,General
1265,Susan Reilly,Nigerian,Female,2000-12-02,25,160,90,"GRA, Ilorin",+1-545-771-5680x28357,2025-07-19,4 People (1 Month),1,58000,POS,2025-08-18,2025-08-18,Active,Personal
1266,Evan Jones,Chinese,Male,1997-10-12,28,184,108,"GRA, Ilorin",588-670-3612,2025-10-23,Individual (1 Month),1,18000,Transfer,2025-11-22,2025-12-06,Active,General
1267,Gary Reyes,Nigerian,Male,1986-04-02,39,171,110,"GRA, Ilorin",747-546-3782x28099,2025-07-04,Individual (2 Months),2,33000,POS,2025-09-02,2025-09-16,Active,General
1268,Steven Johnson MD,Nigerian,Male,2007-12-24,18,169,116,"GRA, Ilorin",+1-894-904-9530,2024-09-05,6 Months,6,75000,Transfer,2025-03-04,2025-03-18,Expired,None
1269,Andrew Gray,Nigerian,Male,1994-02-27,31,158,80,"GRA, Ilorin",318-331-8045x2751,2024-10-02,Couple (1 Month),1,34000,Transfer,2024-11-01,2024-11-01,Grace,General
1270,Andrew Bates,Chinese,Male,1990-03-10,35,189,71,"GRA, Ilorin",324-353-3452x94836,2025-03-27,Individual (2 Months),2,33000,Transfer,2025-05-26,2025-06-09,Active,General
1271,Jennifer Schneider,Nigerian,Female,1981-11-30,44,189,96,"GRA, Ilorin",0660749756,2024-11-14,1 Year,12,120000,POS,2025-11-09,2025-11-23,Active,General
1272,Gary Campbell,Nigerian,Male,1977-01-28,48,186,98,"GRA, Ilorin",401-934-2160,2024-08-19,Individual (1 Month),1,18000,POS,2024-09-18,2024-09-25,Expired,None
1273,Robert Bryant,Nigerian,Male,1989-07-20,36,161,73,"GRA, Ilorin",283.093.1510x0381,2024-03-06,3 Months,3,45000,POS,2024-06-04,2024-06-18,Expired,General
1274,Christina Dennis,Nigerian,Female,1991-06-06,34,166,111,"GRA, Ilorin",001-199-733-5720,2024-11-15,4 People (1 Month),1,58000,Transfer,2024-12-15,2024-12-29,Grace,General
1275,Michael Short,Lebanese,Male,1986-05-19,39,165,62,"GRA, Ilorin",001-167-583-9814x2757,2024-03-15,1 Year,12,120000,POS,2025-03-10,2025-03-17,Expired,Personal
1276,Valerie Ayers,Nigerian,Female,2004-07-03,21,186,79,"GRA, Ilorin",844-597-8894x0939,2025-10-02,Couple (1 Month),1,34000,Transfer,2025-11-01,2025-10-25,Active,None
1277,Mr. Eric Dougherty Jr.,Nigerian,Male,2000-07-26,25,175,80,"GRA, Ilorin",001-321-898-7608,2025-10-18,1 Year,12,120000,Transfer,2026-10-13,2026-10-06,Active,General
1278,Brooke Hogan,Nigerian,Female,1967-03-22,58,156,71,"GRA, Ilorin",+1-890-391-1215x859,2024-05-18,Individual (2 Months),2,33000,POS,2024-07-17,2024-07-17,Grace,General
1279,Larry Moon,Nigerian,Male,1978-01-09,47,156,68,"GRA, Ilorin",739.769.2037,2024-08-21,Couple (1 Month),1,34000,Transfer,2024-09-20,2024-10-04,Grace,General
1280,Jamie James,Nigerian,Female,1977-06-06,48,157,113,"GRA, Ilorin",+1-826-023-9000x16630,2024-11-27,1 Year,12,120000,Transfer,2025-11-22,2025-11-29,Active,None
1281,Russell Small,Nigerian,Male,2000-12-18,25,179,93,"GRA, Ilorin",+1-314-680-3465x5743,2024-06-07,Individual (2 Months),2,33000,Transfer,2024-08-06,2024-08-20,Expired,General
1282,Jonathan Ibarra,Lebanese,Male,1990-03-27,35,188,71,"GRA, Ilorin",001-987-763-3013x292,2025-09-04,Couple (1 Month),1,34000,Transfer,2025-10-04,2025-09-27,Active,Personal
1283,Brandon Shaw,Nigerian,Male,1990-04-03,35,193,114,"GRA, Ilorin",5824555961,2024-07-08,Couple (1 Month),1,34000,Transfer,2024-08-07,2024-07-31,Expired,General
1284,Angela Kim,Nigerian,Female,1970-02-05,55,192,94,"GRA, Ilorin",567-370-0980,2025-09-28,1 Year,12,120000,Transfer,2026-09-23,2026-10-07,Active,General
1285,Wayne Hill,Nigerian,Male,2000-06-09,25,188,69,"GRA, Ilorin",043-339-7109,2025-10-26,1 Year,12,120000,Transfer,2026-10-21,2026-10-28,Active,None
